Rk,player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
392,Julian Phillips,21,CHI,SF,73,3,14.1,1.5,3.5,.436,0.6,1.9,.326,0.9,1.6,.563,.523,0.7,1.0,.771,0.8,1.2,2.1,0.5,0.5,0.2,0.4,1.4,4.4
393,Duop Reath,28,POR,C,44,0,10.4,1.6,3.7,.423,0.8,2.4,.324,0.8,1.3,.603,.528,0.5,0.5,.909,1.0,1.0,2.0,0.6,0.3,0.3,0.4,0.9,4.4
394,Gui Santos,22,GSW,PF,50,2,14.0,1.6,3.4,.470,0.7,1.9,.347,0.9,1.5,.630,.568,0.5,0.8,.711,1.3,1.9,3.1,1.4,0.4,0.2,0.8,1.7,4.4
395,Kai Jones,24,2TM,C,37,6,10.8,1.9,2.4,.793,0.0,0.1,.250,1.8,2.2,.819,.799,0.6,0.8,.750,0.9,2.0,2.9,0.6,0.3,0.5,0.4,1.1,4.3
395,Kai Jones,24,LAC,C,28,0,7.4,0.9,1.3,.722,0.0,0.1,.000,0.9,1.2,.765,.722,0.3,0.4,.750,0.5,1.1,1.6,0.4,0.2,0.5,0.4,0.8,2.2
395,Kai Jones,24,DAL,C,9,6,21.2,4.8,5.7,.843,0.1,0.2,.500,4.7,5.4,.857,.853,1.3,1.8,.750,2.1,4.7,6.8,1.2,0.7,0.8,0.4,2.1,11.0
396,Mo Bamba,26,2TM,C,32,2,12.9,1.6,3.5,.464,0.5,1.7,.278,1.2,1.8,.638,.531,0.6,0.8,.704,1.0,3.5,4.5,0.6,0.3,1.0,0.6,1.8,4.3
396,Mo Bamba,26,LAC,C,28,2,12.6,1.7,3.7,.466,0.5,1.8,.300,1.2,1.9,.623,.539,0.6,0.9,.680,0.9,3.4,4.3,0.6,0.3,1.0,0.7,1.8,4.6
396,Mo Bamba,26,NOP,C,4,0,15.3,1.0,2.3,.444,0.0,1.0,.000,1.0,1.3,.800,.444,0.5,0.5,1.000,1.5,4.8,6.3,0.5,0.0,0.8,0.3,1.8,2.5
397,Dominick Barlow,21,ATL,SF,30,3,10.7,1.7,3.3,.525,0.2,0.8,.304,1.5,2.5,.592,.561,0.6,0.9,.692,1.0,1.4,2.5,0.5,0.3,0.5,0.1,1.3,4.3
398,Malaki Branham,21,SAS,SG,43,0,8.4,1.5,3.5,.440,0.6,1.7,.380,0.9,1.8,.494,.530,0.6,0.7,.828,0.1,0.9,1.0,0.8,0.2,0.0,0.7,0.5,4.3
399,Trevelin Queen,27,ORL,SG,29,2,13.6,1.6,4.6,.351,0.6,2.4,.246,1.0,2.2,.462,.414,0.5,0.6,.882,0.8,0.8,1.6,1.2,1.0,0.3,0.8,1.3,4.3
400,Daniel Theis,32,NOP,C,38,9,16.3,1.6,3.4,.473,0.2,1.0,.243,1.4,2.4,.565,.508,0.8,1.0,.838,1.2,3.2,4.3,1.6,0.5,0.5,0.7,1.8,4.3
401,Colin Castleton,24,2TM,C,20,4,15.3,1.5,3.4,.433,0.1,0.6,.167,1.4,2.8,.491,.448,1.2,1.4,.821,1.8,2.4,4.2,0.9,0.4,0.5,1.1,1.6,4.2
401,Colin Castleton,24,MEM,C,10,0,4.6,0.2,1.0,.200,0.0,0.4,.000,0.2,0.6,.333,.200,1.0,1.1,.909,0.3,0.6,0.9,0.0,0.1,0.1,0.1,0.6,1.4
401,Colin Castleton,24,TOR,C,10,4,25.9,2.7,5.7,.474,0.2,0.8,.250,2.5,4.9,.510,.491,1.3,1.7,.765,3.3,4.1,7.4,1.8,0.6,0.8,2.1,2.6,6.9
402,Marcus Bagley,23,PHI,SF,5,0,20.0,1.8,4.8,.375,0.0,2.4,.000,1.8,2.4,.750,.375,0.6,0.8,.750,1.4,3.8,5.2,0.2,0.4,1.2,0.4,1.0,4.2
403,Pat Connaughton,32,MIL,SG,37,0,14.2,1.6,3.7,.449,0.5,1.8,.303,1.1,1.9,.586,.522,0.4,0.5,.789,0.5,2.1,2.5,1.6,0.2,0.3,0.6,1.1,4.2
404,Kessler Edwards,24,DAL,SF,40,18,15.2,1.7,3.4,.496,0.6,1.4,.407,1.1,2.0,.556,.578,0.3,0.3,.923,0.6,2.3,2.9,1.1,0.5,0.5,0.4,1.6,4.2
405,Micah Potter,26,UTA,C,33,10,17.7,1.4,3.4,.423,0.9,2.5,.354,0.5,0.9,.621,.554,0.5,0.5,.889,1.1,3.0,4.2,0.8,0.3,0.3,0.8,1.3,4.2
406,Paul Reed,25,DET,C,41,0,9.3,1.6,3.0,.528,0.2,0.6,.320,1.4,2.4,.580,.560,0.8,1.0,.762,0.9,1.8,2.7,0.9,0.9,0.5,0.6,1.6,4.2
407,Jevon Carter,29,CHI,PG,32,0,7.8,1.4,3.5,.411,0.9,2.5,.370,0.5,1.0,.516,.545,0.3,0.3,.800,0.1,0.9,1.0,1.1,0.3,0.1,0.3,0.4,4.1
408,Jett Howard,21,ORL,SF,57,0,11.1,1.5,4.1,.356,0.9,3.0,.298,0.6,1.1,.508,.464,0.3,0.4,.750,0.4,0.8,1.2,0.7,0.2,0.2,0.5,1.0,4.1
409,Reed Sheppard,20,HOU,PG,47,1,11.9,1.5,4.4,.350,0.8,2.6,.314,0.7,1.8,.400,.442,0.3,0.3,.813,0.3,1.1,1.4,1.3,0.6,0.3,0.6,0.9,4.1
410,Jarred Vanderbilt,25,LAL,PF,30,2,16.2,1.6,3.4,.485,0.3,1.0,.290,1.3,2.3,.571,.530,0.5,0.9,.536,1.7,3.2,5.0,1.3,1.0,0.2,0.7,1.9,4.1
411,Wendell Moore Jr.,23,2TM,SG,33,1,13.6,1.6,3.4,.464,0.3,1.0,.333,1.2,2.4,.519,.513,0.5,0.7,.818,0.8,1.8,2.7,1.1,0.5,0.2,0.7,0.9,4.0
411,Wendell Moore Jr.,23,DET,SG,20,1,11.0,1.2,2.5,.460,0.2,0.7,.286,1.0,1.8,.528,.500,0.7,0.7,.929,0.6,1.7,2.2,1.2,0.5,0.2,0.5,0.8,3.2
411,Wendell Moore Jr.,23,CHO,SG,13,0,17.6,2.2,4.8,.468,0.5,1.5,.368,1.7,3.3,.512,.524,0.4,0.6,.625,1.3,2.2,3.5,1.1,0.6,0.2,1.0,1.2,5.4
412,Marvin Bagley III,25,2TM,PF,28,1,8.3,1.6,3.1,.506,0.1,0.6,.188,1.5,2.5,.577,.523,0.7,1.1,.645,1.2,1.4,2.6,0.3,0.3,0.3,0.4,0.5,4.0
412,Marvin Bagley III,25,WAS,C,19,1,8.7,2.0,3.7,.535,0.1,0.5,.200,1.9,3.2,.590,.549,0.8,1.2,.652,1.4,1.5,2.9,0.4,0.4,0.3,0.6,0.6,4.9
412,Marvin Bagley III,25,MEM,PF,9,0,7.2,0.7,1.8,.375,0.1,0.7,.167,0.6,1.1,.500,.406,0.6,0.9,.625,0.7,1.1,1.8,0.1,0.1,0.3,0.0,0.3,2.0
413,Malachi Flynn,26,CHO,PG,4,0,11.0,1.3,3.3,.385,0.3,1.0,.250,1.0,2.3,.444,.423,1.3,1.5,.833,0.8,1.0,1.8,1.8,0.8,0.0,1.0,1.0,4.0
414,Josh Richardson,31,MIA,SG,8,0,18.8,1.4,4.8,.289,0.8,2.8,.273,0.6,2.0,.313,.368,0.5,0.5,1.000,0.8,0.8,1.5,1.5,1.0,0.1,1.0,2.1,4.0
415,Elfrid Payton,30,2TM,PG,18,5,20.4,1.9,5.3,.365,0.0,0.1,.000,1.9,5.3,.368,.365,0.1,0.2,.333,0.5,2.6,3.1,5.7,1.1,0.5,2.4,1.5,3.9
415,Elfrid Payton,30,NOP,PG,12,3,20.3,2.7,6.3,.427,0.0,0.1,.000,2.7,6.2,.432,.427,0.1,0.3,.333,0.7,2.8,3.5,6.9,1.1,0.5,3.0,1.3,5.4
415,Elfrid Payton,30,CHO,PG,6,2,20.5,0.5,3.5,.143,0.0,0.0,,0.5,3.5,.143,.143,0.0,0.0,,0.2,2.0,2.2,3.3,1.0,0.5,1.2,2.0,1.0
416,Oso Ighodaro,22,PHO,PF,55,3,16.1,1.7,2.8,.605,0.0,0.0,.000,1.7,2.7,.613,.605,0.5,0.9,.596,0.9,2.5,3.5,1.1,0.4,0.4,0.6,1.7,3.9
417,Kyle Lowry,38,PHI,PG,34,12,18.8,1.1,3.3,.348,0.8,2.5,.333,0.3,0.8,.393,.473,0.8,1.0,.818,0.3,1.6,1.9,2.8,1.0,0.3,0.6,1.8,3.9
418,Jalen Pickett,25,DEN,SG,44,2,12.7,1.5,3.5,.434,0.8,1.9,.402,0.8,1.6,.471,.543,0.1,0.1,.833,0.3,1.2,1.5,2.2,0.4,0.1,0.5,0.7,3.9
419,Olivier-Maxence Prosper,22,DAL,PF,52,4,11.2,1.3,3.3,.402,0.2,1.0,.235,1.1,2.4,.472,.437,0.9,1.5,.645,0.8,1.6,2.4,0.8,0.5,0.1,0.3,0.5,3.9
420,Patty Mills,36,2TM,PG,27,0,11.3,1.2,3.3,.367,0.9,2.6,.338,0.3,0.7,.474,.500,0.5,0.5,.929,0.1,0.7,0.8,0.9,0.5,0.1,0.6,0.8,3.8
420,Patty Mills,36,UTA,PG,17,0,15.3,1.5,4.5,.342,1.0,3.4,.298,0.5,1.1,.474,.454,0.3,0.3,1.000,0.2,1.1,1.2,1.2,0.7,0.2,0.9,0.7,4.4
420,Patty Mills,36,LAC,PG,10,0,4.5,0.7,1.4,.500,0.7,1.4,.500,0.0,0.0,,.750,0.8,0.9,.889,0.0,0.0,0.0,0.4,0.1,0.0,0.1,0.9,2.9
421,Steven Adams,31,HOU,C,55,2,13.4,1.5,2.8,.545,0.0,0.0,.000,1.5,2.8,.553,.545,0.8,1.7,.462,2.8,2.6,5.5,1.2,0.4,0.5,1.0,1.0,3.8
422,Nicolas Batum,36,LAC,PF,74,8,17.7,1.3,3.0,.420,1.1,2.6,.416,0.2,0.5,.441,.596,0.2,0.3,.800,0.6,2.2,2.8,1.1,0.7,0.5,0.4,1.4,3.8
423,Devin Carter,22,SAC,PG,30,0,9.9,1.3,3.3,.388,0.5,1.7,.280,0.8,1.6,.500,.459,0.8,1.4,.595,0.5,1.6,2.1,1.1,0.5,0.1,0.4,0.8,3.8
424,Ousmane Dieng,21,OKC,C,37,1,10.9,1.5,3.4,.432,0.6,1.9,.324,0.8,1.5,.574,.524,0.3,0.4,.688,0.5,1.7,2.2,0.8,0.5,0.2,0.5,0.9,3.8
425,Caleb Houstan,22,ORL,SF,53,5,12.6,1.3,3.1,.409,1.1,2.7,.399,0.2,0.4,.476,.582,0.2,0.3,.929,0.3,0.8,1.1,0.5,0.3,0.1,0.2,1.1,3.8
426,DeAndre Jordan,36,DEN,C,52,5,12.6,1.7,2.5,.656,0.0,0.0,,1.7,2.5,.656,.656,0.5,1.1,.431,1.5,3.7,5.1,1.0,0.3,0.4,0.8,1.4,3.8
427,Kris Murray,24,POR,SF,63,4,13.9,1.6,3.6,.428,0.4,1.5,.240,1.2,2.1,.564,.478,0.3,0.8,.396,1.0,1.4,2.4,0.8,0.5,0.2,0.5,0.9,3.8
428,Trentyn Flowers,19,LAC,SF,3,0,6.0,1.3,3.0,.444,0.0,0.7,.000,1.3,2.3,.571,.444,1.0,1.0,1.000,0.3,1.0,1.3,0.0,0.0,0.0,0.3,1.0,3.7
429,Cam Spencer,24,MEM,SG,21,0,9.6,1.1,2.8,.414,0.6,1.7,.361,0.5,1.0,.500,.526,0.8,0.8,1.000,0.4,0.9,1.3,1.2,0.3,0.0,0.2,0.9,3.7
430,JT Thor,22,2TM,PF,16,0,10.8,1.3,2.8,.467,0.3,1.1,.294,1.0,1.8,.571,.522,0.7,1.0,.688,0.9,1.2,2.1,0.4,0.4,0.4,0.5,0.9,3.6
430,JT Thor,22,CLE,PF,9,0,4.7,1.0,1.7,.600,0.3,0.7,.500,0.7,1.0,.667,.700,0.8,0.9,.875,0.3,0.3,0.7,0.1,0.2,0.3,0.7,0.7,3.1
430,JT Thor,22,WAS,PF,7,0,18.7,1.7,4.3,.400,0.3,1.6,.182,1.4,2.7,.526,.433,0.6,1.1,.500,1.7,2.3,4.0,0.7,0.7,0.4,0.3,1.3,4.3
431,Luka Garza,26,MIN,C,37,0,5.8,1.4,2.8,.490,0.3,1.0,.278,1.1,1.8,.603,.538,0.6,0.9,.697,0.8,0.6,1.4,0.3,0.2,0.1,0.3,0.8,3.6
432,Isaac Jones,24,SAC,PF,35,0,7.8,1.5,2.1,.680,0.1,0.2,.333,1.4,2.0,.710,.693,0.7,1.0,.639,0.5,0.9,1.4,0.3,0.1,0.3,0.4,0.8,3.6
433,Blake Wesley,21,SAS,SG,52,0,10.9,1.3,2.9,.458,0.3,1.0,.340,1.0,2.0,.515,.513,0.6,1.0,.620,0.3,0.7,1.0,1.8,0.6,0.1,0.9,0.7,3.6
434,Tony Bradley,27,IND,C,10,0,5.7,1.7,2.1,.810,0.1,0.3,.333,1.6,1.8,.889,.833,0.0,0.2,.000,0.7,1.2,1.9,0.3,0.1,0.4,0.4,0.6,3.5
435,Andre Jackson Jr.,23,MIL,SG,62,43,14.9,1.4,3.0,.465,0.5,1.2,.387,0.9,1.8,.518,.543,0.2,0.4,.545,1.0,1.8,2.8,1.3,0.5,0.2,0.9,1.8,3.5
436,Damion Lee,32,PHO,SG,20,0,6.1,1.1,3.1,.344,0.4,1.5,.233,0.7,1.6,.452,.402,1.0,1.1,.952,0.1,0.7,0.8,0.5,0.3,0.0,0.4,0.3,3.5
437,Dario Šarić,30,DEN,C,16,4,13.1,1.3,3.6,.362,0.4,1.6,.269,0.9,2.0,.438,.422,0.4,0.6,.700,0.9,2.3,3.1,1.4,0.4,0.1,0.9,1.2,3.5
438,Jae'Sean Tate,29,HOU,SF,49,2,11.3,1.3,2.8,.460,0.2,0.8,.308,1.1,2.0,.520,.504,0.7,1.0,.681,1.0,1.3,2.3,0.9,0.5,0.1,0.4,1.6,3.5
439,Maxwell Lewis,22,2TM,SF,23,0,9.9,1.3,3.0,.420,0.7,1.4,.469,0.6,1.6,.378,.529,0.2,0.3,.625,0.6,1.0,1.6,0.6,0.3,0.2,0.3,0.7,3.4
439,Maxwell Lewis,22,LAL,SF,7,0,4.1,0.3,0.9,.333,0.0,0.0,,0.3,0.9,.333,.333,0.0,0.0,,0.3,0.0,0.3,0.3,0.1,0.0,0.3,0.1,0.6
439,Maxwell Lewis,22,BRK,SF,16,0,12.4,1.7,3.9,.429,0.9,2.0,.469,0.8,1.9,.387,.548,0.3,0.5,.625,0.7,1.4,2.1,0.7,0.4,0.3,0.4,1.0,4.6
440,Bruno Fernando,26,TOR,C,17,2,8.6,1.5,2.9,.531,0.0,0.0,,1.5,2.9,.531,.531,0.4,0.5,.750,1.2,1.8,3.0,1.1,0.2,0.5,0.8,1.6,3.4
441,Cory Joseph,33,ORL,PG,46,12,11.6,1.2,3.0,.397,0.7,2.0,.366,0.4,0.9,.465,.522,0.3,0.4,.778,0.3,1.1,1.4,1.3,0.5,0.1,0.4,1.0,3.4
442,Kevin Knox,25,GSW,SF,10,0,6.9,1.4,2.8,.500,0.3,1.1,.273,1.1,1.7,.647,.554,0.3,0.4,.750,0.6,0.8,1.4,0.4,0.2,0.4,0.1,0.5,3.4
443,Doug McDermott,33,SAC,SF,38,3,8.0,1.2,2.7,.431,1.0,2.3,.432,0.2,0.4,.429,.618,0.1,0.1,.600,0.1,0.4,0.5,0.1,0.1,0.1,0.2,0.7,3.4
444,Jamal Cain,25,NOP,SF,31,0,11.2,1.2,2.9,.400,0.5,1.6,.286,0.7,1.3,.537,.478,0.5,0.8,.654,0.6,1.2,1.8,0.5,0.5,0.3,0.5,1.0,3.3
445,Zeke Nnaji,24,DEN,PF,55,4,10.8,1.3,2.5,.500,0.3,0.9,.333,1.0,1.6,.596,.561,0.5,0.8,.619,0.6,1.0,1.6,0.4,0.4,0.7,0.2,1.1,3.3
446,Lamar Stevens,27,MEM,PF,12,0,9.1,1.2,2.9,.400,0.4,1.3,.313,0.8,1.6,.474,.471,0.6,0.8,.778,0.3,2.2,2.4,0.4,0.3,0.3,0.6,0.9,3.3
447,Colby Jones,22,2TM,SG,33,0,9.5,1.2,2.3,.507,0.4,0.9,.419,0.8,1.3,.568,.593,0.5,0.7,.652,0.4,1.0,1.5,0.8,0.5,0.3,0.4,0.7,3.2
447,Colby Jones,22,SAC,SG,24,0,5.4,0.5,1.1,.423,0.2,0.4,.400,0.3,0.7,.438,.500,0.0,0.0,,0.3,0.6,1.0,0.3,0.3,0.3,0.3,0.5,1.1
447,Colby Jones,22,WAS,SG,9,0,20.4,3.0,5.4,.551,1.0,2.3,.429,2.0,3.1,.643,.643,1.7,2.6,.652,0.7,2.1,2.8,2.1,1.3,0.4,0.8,1.2,8.7
448,Markieff Morris,35,2TM,PF,14,1,9.4,1.1,4.3,.267,0.6,2.4,.242,0.6,1.9,.296,.333,0.4,0.4,.833,0.2,1.1,1.4,1.1,0.1,0.1,0.2,0.9,3.2
448,Markieff Morris,35,DAL,PF,7,0,5.9,0.7,3.1,.227,0.3,1.9,.154,0.4,1.3,.333,.273,0.0,0.0,,0.0,1.1,1.1,0.6,0.1,0.1,0.3,0.3,1.7
448,Markieff Morris,35,LAL,PF,7,1,13.0,1.6,5.4,.289,0.9,2.9,.300,0.7,2.6,.278,.368,0.7,0.9,.833,0.4,1.1,1.6,1.6,0.0,0.1,0.1,1.4,4.7
449,Elijah Harkless,24,UTA,SG,10,0,13.8,1.1,3.5,.314,0.7,2.5,.280,0.4,1.0,.400,.414,0.3,0.6,.500,0.9,1.2,2.1,0.8,1.0,0.1,0.3,1.8,3.2
450,Cam Reddish,25,LAL,SF,33,8,17.8,1.2,2.8,.404,0.4,1.4,.277,0.8,1.4,.532,.473,0.5,0.8,.615,0.5,1.5,2.0,0.7,1.0,0.3,0.4,1.3,3.2
451,Jackson Rowe,28,GSW,PF,5,0,8.6,1.2,3.0,.400,0.4,1.8,.222,0.8,1.2,.667,.467,0.4,0.8,.500,0.0,1.6,1.6,0.6,0.6,0.0,0.2,0.8,3.2
452,Branden Carlson,25,OKC,C,27,0,6.6,1.0,2.4,.431,0.7,1.9,.380,0.3,0.6,.600,.577,0.3,0.5,.692,0.4,1.1,1.5,0.4,0.2,0.6,0.1,0.7,3.1
453,Delon Wright,32,2TM,PG,37,6,15.5,1.1,3.2,.333,0.5,1.8,.277,0.6,1.4,.404,.410,0.4,0.6,.583,0.7,1.0,1.7,1.9,0.8,0.3,0.6,0.6,3.0
453,Delon Wright,32,MIL,PG,26,2,15.6,0.8,3.2,.268,0.5,1.9,.245,0.4,1.3,.303,.341,0.3,0.6,.563,0.6,1.2,1.8,1.8,0.9,0.3,0.5,0.7,2.5
453,Delon Wright,32,NYK,PG,11,4,15.2,1.5,3.2,.486,0.5,1.5,.375,1.0,1.7,.579,.571,0.5,0.7,.625,0.9,0.6,1.5,2.0,0.7,0.3,0.6,0.5,4.1
454,Kylor Kelley,27,DAL,C,8,1,8.4,1.3,1.6,.769,0.0,0.0,,1.3,1.6,.769,.769,0.5,0.8,.667,1.0,1.6,2.6,0.3,0.0,0.3,0.1,1.0,3.0
455,Maxi Kleber,33,DAL,PF,34,4,18.7,1.1,2.8,.385,0.4,1.4,.265,0.7,1.4,.511,.453,0.5,0.6,.762,0.7,2.1,2.8,1.3,0.3,0.5,0.7,1.9,3.0
456,Taze Moore,26,POR,SG,2,0,10.0,1.0,5.0,.200,0.5,2.0,.250,0.5,3.0,.167,.250,0.5,1.0,.500,2.0,2.0,4.0,0.5,1.0,0.0,1.0,0.0,3.0
457,Craig Porter Jr.,24,CLE,PG,47,0,8.9,1.1,2.1,.545,0.3,0.7,.457,0.8,1.4,.594,.626,0.3,0.4,.714,0.3,0.9,1.1,1.3,0.3,0.3,0.5,0.4,3.0
458,Baylor Scheierman,24,BOS,SG,26,0,10.8,1.0,2.7,.371,0.8,2.2,.357,0.2,0.5,.429,.514,0.2,0.3,.750,0.5,1.2,1.7,0.9,0.4,0.1,0.2,0.6,3.0
459,Nae'Qwan Tomlin,24,CLE,PF,4,0,4.3,1.3,2.8,.455,0.0,0.5,.000,1.3,2.3,.556,.455,0.5,0.8,.667,0.8,1.5,2.3,0.0,0.0,0.0,0.3,0.8,3.0
460,Markelle Fultz,26,SAC,PG,19,0,8.5,1.3,3.2,.410,0.2,0.4,.500,1.1,2.8,.396,.443,0.1,0.1,1.000,0.3,0.6,0.9,1.1,0.5,0.1,0.7,0.6,2.9
461,Taj Gibson,39,CHO,C,31,11,11.0,1.3,2.5,.500,0.0,0.1,.500,1.2,2.5,.500,.506,0.4,0.5,.688,1.4,1.9,3.3,0.5,0.3,0.5,0.7,1.5,2.9
462,Jaylon Tyson,22,CLE,SG,43,2,8.7,1.1,2.5,.443,0.3,1.0,.333,0.8,1.5,.516,.509,0.4,0.5,.800,0.7,1.2,1.9,0.9,0.2,0.0,0.5,1.0,2.9
463,Jeenathan Williams,25,HOU,SG,15,0,6.0,1.1,2.7,.425,0.3,1.1,.235,0.9,1.5,.565,.475,0.3,0.4,.667,0.1,0.4,0.5,0.3,0.3,0.3,0.6,0.7,2.8
464,Lester Quiñones,24,2TM,SG,7,0,6.1,1.1,2.1,.533,0.3,1.0,.286,0.9,1.1,.750,.600,0.1,0.1,1.000,0.4,0.3,0.7,0.3,0.1,0.1,0.7,0.3,2.7
464,Lester Quiñones,24,PHI,SG,4,0,4.3,1.0,2.0,.500,0.0,0.8,.000,1.0,1.3,.800,.500,0.3,0.3,1.000,0.8,0.3,1.0,0.3,0.0,0.0,1.0,0.0,2.3
464,Lester Quiñones,24,NOP,SG,3,0,8.7,1.3,2.3,.571,0.7,1.3,.500,0.7,1.0,.667,.714,0.0,0.0,,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.7,3.3
465,Trey Jemison,25,2TM,C,33,0,10.7,1.2,2.1,.543,0.0,0.0,,1.2,2.1,.543,.543,0.4,0.9,.387,1.2,1.6,2.8,0.4,0.2,0.4,0.5,1.9,2.7
465,Trey Jemison,25,NOP,C,16,0,10.4,0.9,2.0,.469,0.0,0.0,,0.9,2.0,.469,.469,0.5,1.3,.381,1.4,1.4,2.8,0.6,0.4,0.4,0.6,1.7,2.4
465,Trey Jemison,25,LAL,C,17,0,11.1,1.4,2.2,.605,0.0,0.0,,1.4,2.2,.605,.605,0.2,0.6,.400,0.9,1.9,2.8,0.2,0.1,0.5,0.5,2.2,2.9
466,Gary Harris,30,ORL,SG,43,2,14.9,0.9,2.7,.342,0.6,2.1,.300,0.3,0.6,.481,.457,0.2,0.3,.583,0.4,1.0,1.4,0.6,0.6,0.3,0.3,1.0,2.7
467,Hunter Tyson,24,DEN,PF,49,2,8.1,0.9,2.4,.378,0.5,1.5,.311,0.4,0.9,.489,.475,0.4,0.5,.731,0.5,1.1,1.6,0.4,0.2,0.1,0.3,0.9,2.7
468,Josh Minott,22,MIN,SF,43,0,6.3,1.0,2.1,.483,0.3,1.0,.310,0.7,1.1,.638,.556,0.3,0.3,.867,0.3,0.8,1.1,0.4,0.3,0.3,0.3,0.8,2.6
469,Jae Crowder,34,SAC,PF,8,2,12.3,0.8,2.4,.316,0.4,1.8,.214,0.4,0.6,.600,.395,0.6,0.8,.833,0.8,1.5,2.3,0.6,0.4,0.0,0.5,1.3,2.5
470,Anthony Gill,32,WAS,PF,48,0,7.2,0.8,1.6,.519,0.2,0.6,.357,0.6,1.0,.612,.584,0.6,0.9,.659,0.2,0.9,1.1,0.3,0.2,0.0,0.2,0.6,2.5
471,Christian Koloko,24,LAL,C,34,0,9.4,1.1,1.8,.613,0.0,0.1,.000,1.1,1.7,.644,.613,0.2,0.3,.800,0.9,1.5,2.4,0.5,0.2,0.3,0.4,1.2,2.5
472,Pat Spencer,28,GSW,PG,35,0,6.6,1.1,2.7,.394,0.1,0.5,.158,1.0,2.1,.453,.410,0.3,0.4,.733,0.4,0.8,1.3,1.2,0.3,0.1,0.4,0.6,2.5
473,Johnny Davis,22,WAS,SG,34,0,7.1,0.9,2.3,.410,0.2,0.9,.241,0.7,1.4,.510,.455,0.3,0.4,.600,0.3,0.8,1.1,0.3,0.4,0.2,0.2,0.5,2.4
474,John Konchar,28,MEM,SG,42,4,12.2,0.9,2.0,.430,0.5,1.4,.356,0.4,0.6,.593,.552,0.2,0.2,.875,0.8,2.5,3.3,0.9,0.5,0.3,0.4,0.8,2.4
475,TyTy Washington Jr.,23,PHO,PG,13,0,7.9,0.9,3.0,.308,0.3,1.5,.200,0.6,1.5,.421,.359,0.2,0.3,.750,0.3,0.6,0.9,1.2,0.2,0.0,0.2,0.3,2.4
476,Jaden Springer,22,2TM,SG,38,0,6.9,0.7,1.7,.406,0.3,0.9,.294,0.4,0.8,.533,.484,0.6,0.9,.686,0.3,0.8,1.1,0.7,0.5,0.1,0.3,0.8,2.3
476,Jaden Springer,22,BOS,SG,26,0,5.4,0.5,1.3,.353,0.2,0.7,.316,0.2,0.6,.400,.441,0.6,0.8,.714,0.2,0.8,0.9,0.4,0.5,0.0,0.2,0.7,1.7
476,Jaden Springer,22,UTA,PG,12,0,10.1,1.2,2.5,.467,0.3,1.3,.267,0.8,1.3,.667,.533,0.8,1.2,.643,0.5,0.9,1.4,1.3,0.6,0.3,0.6,1.1,3.4
477,Bronny James,20,LAL,SG,23,0,5.9,0.7,2.3,.327,0.3,1.2,.250,0.4,1.0,.417,.394,0.5,0.6,.786,0.1,0.4,0.6,0.6,0.2,0.1,0.4,0.5,2.3
478,Dillon Jones,23,OKC,SF,48,1,9.4,0.9,2.4,.359,0.3,1.2,.224,0.6,1.2,.492,.415,0.3,0.5,.577,0.5,1.5,2.0,1.1,0.3,0.1,0.4,0.9,2.3
479,Mason Jones,26,SAC,SG,10,0,4.5,0.9,1.8,.500,0.1,0.8,.125,0.8,1.0,.800,.528,0.4,0.5,.800,0.2,0.7,0.9,1.1,0.0,0.1,0.1,0.3,2.3
480,MarJon Beauchamp,24,3TM,SF,34,0,4.4,0.8,1.9,.406,0.3,0.9,.345,0.5,1.0,.457,.484,0.4,0.5,.722,0.3,0.9,1.2,0.3,0.1,0.0,0.4,0.4,2.2
480,MarJon Beauchamp,24,MIL,SF,26,0,4.7,0.7,1.8,.383,0.3,0.8,.333,0.4,1.0,.423,.457,0.3,0.5,.750,0.3,1.0,1.2,0.3,0.1,0.0,0.5,0.4,2.0
480,MarJon Beauchamp,24,LAC,SF,3,0,5.7,1.3,2.3,.571,0.7,1.0,.667,0.7,1.3,.500,.714,0.7,1.3,.500,0.7,0.3,1.0,0.7,0.0,0.0,0.3,0.7,4.0
480,MarJon Beauchamp,24,NYK,SF,5,0,2.4,0.8,2.0,.400,0.2,1.0,.200,0.6,1.0,.600,.450,0.4,0.4,1.000,0.4,0.6,1.0,0.0,0.2,0.0,0.2,0.4,2.2
481,Dwight Powell,33,DAL,C,50,3,10.2,0.8,1.1,.727,0.0,0.0,.500,0.8,1.1,.736,.736,0.5,0.8,.659,0.9,1.3,2.2,1.1,0.3,0.4,0.4,1.5,2.2
482,Tyler Smith,20,MIL,PF,21,0,4.3,0.9,1.9,.450,0.4,1.1,.391,0.4,0.8,.529,.563,0.1,0.2,.500,0.2,0.8,1.0,0.2,0.1,0.1,0.3,0.4,2.2
483,Jordan McLaughlin,28,2TM,PG,41,0,6.6,0.6,1.4,.441,0.4,0.9,.459,0.2,0.5,.409,.585,0.4,0.5,.762,0.1,0.5,0.6,1.0,0.3,0.0,0.3,0.4,2.1
483,Jordan McLaughlin,28,SAC,PG,28,0,6.8,0.6,1.6,.364,0.4,0.9,.385,0.2,0.6,.333,.477,0.4,0.6,.688,0.1,0.6,0.8,0.9,0.4,0.0,0.4,0.5,1.9
